objectid,category,ghgrp_id,landfill_name,county_state,landfill_owner_org,year_landfill_opened,landfill_closure_year,current_landfill_status,landfill_design_cap,waste_in_place_tons,waste_in_place_year,lfg_collection_system,lfg_collected_mmscfd,lfg_collected_year,latitude,longitude
800,Other,,Washington LF Inc.,"Tazewell, IL",Peoria Disposal Company,1974,1997,Closed,,1529502,,No,,,40.6901,-89.4163
801,Candidate,1007061,Wayne County Landfill,"Wayne, IL","Republic Services, Inc.",1989,2012,Closed,6939315,2342353,2009,No,,,38.38,-88.447
802,Other,1004627,West End Disposal Facility,"Saline, IL",Landfill L.L.C.,2002,2081,Open,8685772,859571,2016,No,,,37.867,-88.7
803,Other,1006744,Wheatland Prairie RDF,"Will, IL","Waste Management, Inc.",1987,2001,Closed,4030309,4030302,2001,Yes,0.424,2012,41.684,-88.239
804,Candidate,1002567,Whiteside County Landfill,"Whiteside, IL",Whiteside County,1970,2054,Open,20562533,7749902,2016,Yes,2.54,2012,41.79635,-89.88612
805,Other,1006358,Winnebago Landfill,"Winnebago, IL","William Charles Energy, LLC",1972,2022,Open,23327735,15658936,2016,Yes,5.16,2012,42.1597,-89.0554
806,With Project,1006335,Woodland RDF,"Kane, IL","Waste Management, Inc.",1976,2002,Closed,7800000,7800000,,Yes,2.34,2012,41.98077,-88.269
807,Other,,Adams County North & South LFs,"Adams, IN","Adams County SWMD, IN",1978,1998,Closed,2800000,2774000,,Yes,,,40.79969,-84.898922
809,Other,1002168,Bartholomew County Landfill I,"Bartholomew, IN","Bartholomew County Solid Waste Management District, IN",1974,1999,Closed,1541697,,,No,,,39.1295,-85.9125
810,Candidate,1002167,Bartholomew County Landfill II,"Bartholomew, IN","Bartholomew County Solid Waste Management District, IN",1999,2082,Open,10000000,1353669,2016,No,,,39.127,-85.9225
812,With Project,1001639,Blackfoot Landfill,"Pike, IN",Advanced Disposal Services,1990,2050,Open,24878308,9605085,2016,Yes,1,,38.33,-87.15
815,Candidate,1002996,Caldwell LF,"Shelby, IN","CGS Services, Inc.",1970,2037,Open,20739128,5658892,2016,No,,,39.686,-85.723
816,Other,,Camp Atterbury LF,"Bartholomew, IN",United States Government,1983,1993,Closed,,16526,,No,,,39.3626,-85.9701
818,With Project,1004759,Clark-Floyd LF,"Clark, IN","Clark County, IN; Floyd County, IN",1971,2028,Open,9680715,7238679,2016,Yes,,,38.444,-85.847
819,Candidate,1002242,Clinton County Landfill,"Clinton, IN","Republic Services, Inc.",1975,2018,Open,6909165,5499044,2016,No,,,40.326,-86.559
821,Other,,Columbus Landfill,"Bartholomew, IN",Rumpke,,,Open,,,,No,,,39.2098,-85.9475
822,With Project,1007024,County Line LF,"Fulton, IN","Republic Services, Inc.",1975,2150,Open,45046482,15290665,2016,Yes,4.98,2012,41.16767,-86.23489
823,Other,,Crane NWSC LF,"Martin, IN",United States Government,1981,2009,Closed,,53568,,No,,,38.8252,-86.8431
824,Other,1003628,Daviess County LF,"Daviess, IN",Daviess County Commissioners,1975,2037,Open,1530479,946168,2016,No,,,38.62371,-87.04515
826,Candidate,1005214,Decatur Hills LF,"Decatur, IN","600 Land, Inc.",1990,2033,Open,5168520,2657306,2016,Yes,0.714,2012,39.30695,-85.42849
827,With Project,1004600,Deercroft RDF,"LaPorte, IN","Waste Management, Inc.",1979,2002,Closed,10602815,10602806,2002,Yes,2.01,2012,41.65138,-86.9031
829,With Project,1007588,Earthmovers LF,"Elkhart, IN","Waste Management, Inc.",1976,2024,Open,16110675,8992420,2016,Yes,2.86,2012,41.62324,-85.97372
831,With Project,1007332,Elkhart County Landfill,"Elkhart, IN","Elkhart County, IN",1974,2048,Open,11466000,7613029,2016,Yes,0.408,2012,41.6335,-85.9775
832,Other,,Fountain County LF,"Fountain, IN",Fountain County Commissioners,1975,2006,Closed,,412082,,No,,,40.1337,-87.3811
835,Other,1005478,Gary Sanitary LF,"Lake, IN","City of Gary Department of Environmental Affairs, IN",1955,1997,Closed,3969000,,,Yes,,,41.5837,-87.4089
840,Other,,Hancock County LF,"Hancock, IN","CGS Services, Inc.",1971,2000,Closed,,1500000,,No,,,39.6698,-85.6961
841,Candidate,1003893,"Hayes Landfill, Inc.","Henry, IN","Hayes Landfill, Inc.",1972,2037,Open,4251340,2027801,2016,No,,,39.88778,-85.37626
842,Candidate,1007983,Hoosier Landfill,"Kosciusko, IN",Advanced Disposal Services,1971,2041,Open,8663804,6076548,2016,Yes,0.38,2012,41.1165,-85.7869
843,Other,,Huntington City LF,"Huntington, IN",City of Huntington,1975,1997,Closed,,253110,,No,,,40.8807,-85.5055
846,With Project,1007671,Jay County LF,"Jay, IN","Waste Management, Inc.",1970,2088,Open,19645611,5305473,2016,Yes,1.14,2012,40.376,-85.093
847,Other,,Jennings County LF,"Jennings, IN",Landfill Owner of Jennings County LF,1975,2003,Closed,,410322,,No,,,39.010429,-85.697
848,Other,,LaGrange County LF,"LaGrange, IN",LaGrange County Commissioners,1975,2049,Open,,99220,,No,,,41.598,-85.415
849,With Project,1003626,Laubscher Meadows LF,"Vanderburgh, IN","Republic Services, Inc.",1980,2069,Open,24482325,15597531,2016,Yes,2.448,,38.0411,-87.6485
851,With Project,1007812,Liberty Landfill,"White, IN","Waste Management, Inc.",1982,2028,Open,35011503,17725913,2016,Yes,4.92,2012,40.886,-86.7
854,Candidate,1003240,Medora SLF,"Jackson, IN","Rumpke of Indiana, LLC",1971,2040,Open,14972532,4999317,2016,No,,,38.8671,-86.1997
855,Other,1003505,Monroe County LF,"Monroe, IN","Monroe County Solid Waste Management District, IN",1971,2004,Closed,2180000,2180000,2004,No,,,39.27621,-86.47277
856,With Project,1004021,Munster LF,"Lake, IN","Town of Munster, IN",1960,2004,Closed,2181887,2040688,2004,Yes,0.706,2012,41.532,-87.5068
857,With Project,1007520,National Serv-All LF,"Allen, IN","Republic Services, Inc.",1966,2053,Open,35943069,18801909,2016,Yes,6.87,2012,41.03109,-85.21634
859,Candidate,1005840,New Paris Pike LF,"Wayne, IN",Richmond Sanitary District,1968,2066,Open,7365348,3825528,2016,Yes,0.79,2012,39.8512,-84.8315
861,With Project,1003691,Newton County Landfill,"Newton, IN","Republic Services, Inc.",1995,2056,Open,106977225,44340188,2016,Yes,5.63,2012,40.9263,-87.3487
865,Other,,Northside LF,"Boone, IN",,1975,1991,Closed,,3712324,,No,,,40.029,-86.272
866,With Project,1007581,Oak Ridge RDF,"Cass, IN","Waste Management, Inc.",1988,2100,Open,24025908,7463042,2016,Yes,1.674,,40.71977,-86.3462
867,Other,,Owen County LF,"Owen, IN",Owen County Commissioners,1975,2000,Closed,,98626,,No,,,39.2899,-86.7784
869,With Project,1007833,Prairie View RDF,"St. Joseph, IN","Waste Management, Inc.",1981,2048,Open,24735240,11636821,2016,Yes,4.26,2012,41.5005,-86.1725
870,With Project,1005697,Randolph Farms LF,"Randolph, IN","600 Land, Inc.",1973,2045,Open,15326949,8000310,2016,Yes,1.7,2012,40.07745,-85.11042
874,With Project,1002683,South Side Landfill Inc.,"Marion, IN","600 Land, Inc.",1971,2054,Open,51050160,20508449,2016,Yes,7.2,,39.72794,-86.20847
877,Other,,Spencer County,"Spencer, IN",Rose Disposal Services,1983,1994,Closed,,3191122,,No,,,38.0009,-86.903
879,Other,,"Springfield Environmental, Inc.","Posey, IN","Republic Services, Inc.",,,Open,,,,No,,,38.021835,-87.900553
881,Candidate,1004476,Sycamore Ridge Landfill,"Vigo, IN","Republic Services, Inc.",1970,2051,Open,30893129,15046390,2016,Yes,1.79,2012,39.3055,-87.3315
884,Other,,Tipton County LF,"Tipton, IN",Tipton County Commissioners,1975,,Closed,,287672,,No,,,40.2616,-86.016243
885,With Project,1007638,Twin Bridges RDF,"Hendricks, IN","Waste Management, Inc.",1973,2039,Open,47996636,26255149,2016,Yes,6.12,,39.75,-86.5
886,Other,,Uniontown Landfill,"Jackson, IN","Rumpke of Indiana, LLC",1975,1993,Closed,1639263,1639263,,No,,,38.8317,-85.839
887,Other,1003692,United Refuse LF,"Allen, IN","Republic Services, Inc.",1969,2022,Open,5983081,,,Yes,0.615,2012,41.0387,-85.2112
889,With Project,,Victory Environmental Services Landfill,"Vigo, IN","Republic Services, Inc.",1990,2003,Closed,,5000000,2003,Yes,,,39.313,-87.345
890,Candidate,1006993,Wabash Valley LF,"Wabash, IN","Republic Services, Inc.",1972,2063,Open,16833481,10512106,2016,Yes,1.54,2012,40.822,-85.8
892,Other,,Warrick County LF #2,"Warrick, IN",Warrick County,1986,1999,Closed,,229306,,No,,,38.0482,-87.261
893,Other,1004437,Washington County LF,"Washington, IN",Washington County Commissioners,1958,2050,Open,1164000,534000,2008,No,,,38.6405,-86.1233
894,Other,,West Clinton LF,"Vermillion, IN","Landfills, Incorporated",1981,,Open,,659792,,No,,,39.6938,-87.4139
895,With Project,1007653,Wheeler RDF,"LaPorte, IN","Waste Management, Inc.",1971,1993,Closed,,6692406,,Yes,0.419,2012,41.515,-87.198
897,Other,1004313,Worthington LF,"Greene, IN","Republic Services, Inc.",1982,2004,Closed,2722107,,,No,,,39.132,-87.038
898,With Project,1007192,Allen County LF,"Allen, KS","Allen County, KS",1976,2080,Open,4961250,1219070,2016,Yes,0.221,2012,37.90316,-95.2808
899,Candidate,1002401,Barton County SLF,"Barton, KS","Barton County, KS",1973,2044,Open,3155897,1358278,2016,No,,,38.41,-98.708
900,Other,1007605,Brooks-Sedgwick County Landfill,"Sedgwick, KS","City of Wichita, KS",1966,2001,Closed,13751419,10737610,,Yes,4,,37.76181,-97.386561
901,Candidate,1007554,Butler County Landfill,"Butler, KS","Butler County, KS",1973,2045,Open,6329816,1743494,2016,Yes,0.366,2012,37.76591,-96.89779
902,Other,,Chanute LF,"Neosho, KS","City of Chanute, KS",,,Open,,,,No,,,37.667198,-95.42963
904,Other,,Clay County LF,"Clay, KS","Clay County, KS",,,Open,,,,No,,,39.4228,-97.1402
905,Other,,Coffey County LF,"Coffey, KS","Coffey County, KS",1976,,Open,,178752,,No,,,38.2065,-95.708
909,Candidate,1003032,Ford County Open LF,"Ford, KS","Ford County, KS",1996,2029,Open,4700000,527000,2009,No,,,37.8642,-100.0495
910,Other,1004309,"Forest View Landfill, LLC","Wyandotte, KS","Forest View Landfill, LLC",1985,2006,Closed,4398903,4398903,2006,Yes,1.23,2012,39.10407,-94.68839
911,Other,,Graham County LF,"Graham, KS","Graham County, KS",,,Open,,,,No,,,39.3345,-99.841
912,With Project,1005117,Hamm SLF,"Jefferson, KS","Hamm, Inc.",1982,2100,Open,55125000,9650457,2016,Yes,,,39.0465,-95.2626
913,Other,,Harvey County LF,"Harvey, KS","Harvey County, KS",1976,2002,Closed,,1511401,,No,,,38.04854,-97.33681
914,With Project,1004065,Johnson County LF,"Johnson, KS","Waste Management, Inc.",1967,2041,Open,83527712,39077146,2016,Yes,7,,39.04226,-94.79455
915,Other,,Kiowa County LF,"Kiowa, KS","Kiowa County, KS",1986,1997,Closed,,76076,,No,,,37.640368,-99.324255
916,Other,,Marion County LF,"Marion, KS","Marion County, KS",1977,2005,Closed,,217268,,No,,,38.335,-97.03
917,Other,,McPherson County Landfill,"McPherson, KS",McPherson Area Solid Waste Utility (MASWU),2014,,Open,,23600,2015,Unknown,,,38.4784,-97.6536
918,Other,,Mitchell County LF,"Mitchell, KS","Mitchell County, KS",1975,1993,Closed,,217750,,No,,,39.493,-98.156
919,With Project,1007990,Oak Grove Landfill,"Crawford, KS",WCA Waste Corporation,1991,2030,Open,8919009,3751340,2016,Yes,1.5,2014,37.62973,-94.64125
920,Other,,Phillips County LF,"Phillips, KS","Phillips County, KS",1976,2067,Open,,148412,,No,,,39.747,-99.3385
921,Candidate,1006796,Plumb Thicket Landfill,"Harper, KS",Waste Connections Inc. - Central Region,2006,2065,Open,28665000,4998033,2016,No,,,37.373,-97.961
922,Other,,Pratt County LF,"Pratt, KS","Pratt County, KS",1976,,Open,,379181,,No,,,37.612,-98.7325
924,Candidate,1006140,Reno County MSWLF,"Reno, KS","Reno County, KS",1960,2024,Open,8507085,5534202,2016,No,,,38.04,-98
925,Candidate,1007808,Resource Recovery LF,"Montgomery, KS","Republic Services, Inc.",1988,2025,Open,2945969,2440560,2016,Yes,0.387,2012,37.212,-95.58
926,With Project,1007832,Rolling Meadows LF,"Shawnee, KS","Waste Management, Inc.",1979,2068,Open,31541031,9824480,2016,Yes,2.98,2012,39.17906,-95.72004
927,Other,,Rooks County LF,"Rooks, KS","Rooks County, KS",1976,,Open,,270635,,No,,,39.307,-99.305
928,Other,,Russell County LF,"Russell, KS","Russell County, KS",1976,,Open,,230165,,No,,,38.957525,-98.848158
929,Candidate,1002550,Salina MSWLF,"Saline, KS","City of Salina, KS",1977,2170,Open,120251088,3288710,2016,No,,,38.7581,-97.6868
930,With Project,1011499,Seward County Landfill,"Seward, KS","Seward County, KS",1972,2026,Open,3500000,1960237,2016,Yes,0.1,,37.04836,-100.90394
931,Other,,Trego County LF,"Trego, KS","Trego County, KS",1976,,Open,,133956,,No,,,38.958,-99.898
932,Candidate,1000371,Western Plains LF,"Finney, KS",Waste Connections Inc. - Central Region,1985,2122,Open,10433367,1706412,2016,Yes,0.262,,37.94,-100.767
933,Other,1004350,Wheatland LF,"Cherokee, KS","Republic Services, Inc.",1976,2010,Closed,3302976,2891681,2006,Yes,1.04,2012,37.23689,-94.82838
934,Other,,Wichita County LF,"Wichita, KS","Wichita County, KS",1976,,Open,,111490,,No,,,38.45251,-101.34195
935,With Project,1005950,Bavarian Trucking Company LF,"Boone, KY","Bavarian Waste Services, Inc.",1973,2052,Open,15879718,6661183,2016,Yes,1.69,2012,38.8631,-84.656
936,Candidate,1003413,Benson Valley LF,"Franklin, KY","Republic Services, Inc.",1971,2082,Open,14532731,5318364,2016,Yes,1.76,2012,38.13136,-84.9807
937,Other,1007094,Big Run Landfill,"Boyd, KY",EnviroSolutions Inc.,2004,2033,Open,47666917,9213916,2016,Yes,4.32,2015,38.3718,-82.747
938,With Project,1004082,Blue Ridge RDF,"Estill, KY",Advanced Disposal Services,1984,2047,Open,6765364,3987834,2016,Yes,,,37.7269,-83.9855
939,With Project,1008022,Central Kentucky Landfill,"Scott, KY",Waste Services of the Bluegrass,1994,2030,Open,3361120,1977419,2016,Yes,,,38.344,-84.517
940,Other,,City of Bowling Green LF,"Butler, KY","City of Bowling Green, KY",1979,1992,Closed,,2574000,,Yes,,,37.03,-86.5275
941,Other,,City of Hopkinsville LF,"Christian, KY","City of Hopkinsville, KY",1960,1997,Closed,,2439142,,No,,,36.9413,-87.5034
942,Other,,City of Owensboro LF,"Daviess, KY","City of Owensboro, KY",1971,1993,Closed,,2599178,,No,,,37.68,-87.0755
944,Other,,"Cooksey Brothers Disposal Company, Inc. LF","Boyd, KY",Doug Smith,1970,2004,Closed,,4500516,,No,,,38.3676,-82.7129
945,Candidate,1003694,Dozit Company Inc. Landfill,"Union, KY","Republic Services, Inc.",1982,2016,Closed,5811240,2022653,2016,No,,,37.743,-87.9737
946,Candidate,1003622,Epperson Waste Disposal,"Grant, KY","Republic Services, Inc.",1993,2020,Open,10538028,9193612,2016,Yes,1.89,2012,38.6138,-84.5331
948,With Project,1005973,Glasgow Regional Landfill,"Barren, KY","City of Glasgow, KY",1983,2100,Open,9900000,3000000,2012,Yes,,,36.9857,-85.956
949,With Project,1004483,Green Valley Landfill,"Greenup, KY","Republic Services, Inc.",1993,2112,Open,28651850,5828116,2016,Yes,1.22,2012,38.399,-82.811
950,Candidate,,Haley Pike Landfill,"Fayette, KY",Lexington-Fayette Urban County Government (LFUCG),1977,2011,Closed,,4970000,2011,No,,,38.058,-84.297
951,With Project,1007240,Hardin County Landfill,"Hardin, KY","Hardin County Fiscal Court, KY",1997,2050,Open,6007632,3864654,2016,Yes,0.685,2012,37.7361,-85.6994
952,Candidate,1003283,Hopkins County Regional Landfill,"Hopkins, KY","Waste Connections, Inc.",2005,2071,Open,10650943,2312421,2016,Yes,0.333,2012,37.1408,-87.3996
953,With Project,1002341,Laurel Ridge Landfill Inc.,"Laurel, KY","Waste Connections, Inc.",1978,2048,Open,17258752,6755452,2016,Yes,1.51,2012,37.01111,-84.07897
955,Other,1000374,Maysville-Mason County LF,"Mason, KY","Mason County Fiscal Court, KY",1981,2073,Open,6423080,3152740,2007,Yes,0.394,2012,38.59011,-83.71531
957,Candidate,1001642,Morehead Landfill,"Rowan, KY",Advanced Disposal Services,1974,2057,Open,7975805,2172400,2016,Yes,0.677,2012,38.18388,-83.55545
958,Candidate,1006459,Nelson County SWDF,"Nelson, KY","Nelson County, KY",1976,2027,Open,2317623,1548323,2016,No,,,37.8169,-85.5392
959,Candidate,1004467,Ohio County Balefill Landfill,"Ohio, KY","Ohio County, KY",1992,2063,Open,20449472,7226065,2016,Yes,1.04,2012,37.408,-86.9325
960,Other,1007901,Outer Loop RDF,"Jefferson, KY","Waste Management, Inc.",1969,2067,Open,95066465,33416092,2016,Yes,7.92,,38.13577,-85.71612
962,Candidate,1004347,Pike County Landfill,"Pike, KY","Pike County Fiscal Court, KY",1993,2040,Open,3600616,1851557,2016,Yes,0.324,2012,37.5816,-82.4414
963,Other,,Pulaski Grading LF,"Pulaski, KY","Pulaski Grading, Inc.",1980,,Closed,,1255031,,No,,,36.947,-84.54666
964,Candidate,1005270,Rumpke/Montgomery County LF,"Montgomery, KY",Rumpke,1973,2032,Open,8312659,4522967,2016,No,,,37.9506,-83.9529
965,With Project,1005271,Rumpke/Pendleton County LF,"Pendleton, KY",Rumpke,1972,2035,Open,11563621,5864447,2016,Yes,1.59,2012,38.732,-84.41
966,Other,1007666,Southern Sanitation LF,"Logan, KY","Waste Management, Inc.",1973,2015,Closed,,5821567,2015,Yes,0.548,2012,36.88662,-86.91782
968,Candidate,1003693,"Tri-K Landfill, Inc.","Lincoln, KY","Republic Services, Inc.",1970,2115,Open,29530103,7455673,2016,Yes,1.24,2012,37.47,-84.6599
969,Candidate,1006182,Valley View LF,"Trimble, KY","Republic Services, Inc.",1983,2050,Open,28372681,17147189,2016,Yes,2.61,2012,38.505,-85.29
970,Candidate,,Waste Path Sanitary Landfill LLC,"Marshall, KY",Waste Path Sanitary Landfill LLC,1971,,Open,1321513,1321513,2007,No,,,37.0514,-88.3961
971,Candidate,1005090,West Daviess County Landfill,"Daviess, KY","Daviess County, KY",1972,2050,Open,15036024,4168923,2016,Yes,0.36,2012,37.667,-87.28
972,Candidate,1001952,West Kentucky Landfill,"Graves, KY",Jones Sanitation LLC,1976,2031,Open,6636777,1680762,2016,No,,,36.7149,-88.6748
973,Other,,Williams LF,"Spencer, KY",United Waste Systems,1973,,Closed,,1295153,,No,,,38.1016,-85.4458
974,Candidate,1006529,Acadia Parish SLF,"Acadia, LA","Acadia Parish Police Jury, LA",1985,2060,Open,5512304,1440593,2016,No,,,30.2546,-92.5306
975,Other,,Area 90 LF,"Jefferson, LA","Republic Services, Inc.",1964,1993,Closed,,7407540,,Yes,,,29.908,-90.257
976,Candidate,1010378,Choctaw Road Landfill,"Washington, LA",Washington Parish Police Jury,1989,2027,Open,2446645,1035427,2016,No,,,30.87724,-90.03477
977,Candidate,1002510,Colonial LF,"Ascension, LA","Republic Services, Inc.",1973,2092,Open,32110881,15246736,2016,Yes,0.77,2012,30.149167,-90.872778
978,Other,1005196,Crescent Acres LF,"Orleans, LA","Republic Services, Inc.",1964,1993,Closed,4817400,3080527,1993,No,,,29.9734,-89.9964
979,With Project,1002757,East Baton Rouge Parish LF,"East Baton Rouge, LA","City of Baton Rouge, LA; East Baton Rouge Parish, LA",1940,1993,Closed,9751669,,,Yes,1.09,,30.551896,-91.197663
980,Other,,Greater New Orleans LF,"Jefferson, LA","Southern Recovery Management, Inc.",1969,1999,Closed,7662037,3066630,,No,,,29.91797,-90.265
981,Candidate,1004119,"Harold J. ""Babe"" Landry LF","St. Mary, LA",St. Mary Parish Police Jury,1988,2045,Open,4968438,2184952,2016,No,,,29.68,-91.242
982,Candidate,1006064,IESI Timberlane Landfill,"Allen, LA",Progressive Waste Solutions Ltd.,2003,2121,Open,29929478,2808579,2016,Yes,0.396,2012,30.8669,-92.607
983,With Project,1002476,Jefferson Davis Parish Landfill,"Jefferson Davis, LA","Jefferson Davis Parish Sanitary Landfill Commission, LA",1988,2057,Open,14493900,9992126,2016,Yes,2.14,,30.27083,-92.865
984,With Project,1002587,Jefferson Parish SLF,"Jefferson, LA","Jefferson Parish Department of Environmental Affairs, LA",1982,2050,Open,23495250,14196722,2016,Yes,1.809,2014,29.926,-90.254
985,Candidate,1002132,La Salle/Grant Parish SLF,"La Salle, LA","La Salle Parish Police Jury, LA",1986,2282,Open,29749332,4365531,2016,Yes,0.246,2012,31.795,-92.1912
987,Other,,Livingston,"Livingston, LA","Republic Services, Inc.",,,Closed,,,,No,,,30.4799,-90.748
988,Candidate,1003357,Magnolia Landfill,"Ouachita, LA","Waste Management, Inc.",1986,2091,Open,27442027,7489952,2016,Yes,1.25,2012,32.478,-91.998
989,Candidate,1006462,Mundy Landfill,"De Soto, LA",De Soto Parish Police Jury,1986,2065,Open,2585443,1254524,2016,No,,,32.06,-93.592
990,Other,,N. Dugas LF,"Lafayette, LA","City of Lafayette, LA",1980,1988,Closed,,2000000,,No,,,30.2833,-92.0695
991,With Project,1005493,North Baton Rouge Landfill,"East Baton Rouge, LA","City of Baton Rouge, LA; East Baton Rouge Parish, LA",1993,2032,Open,24404049,10393890,2016,Yes,,,30.599,-91.234
